Protein	Genes	ABAGE_IgG	ABAGE_S	ANAMA_IgG	ANAMA_S	CARVA_IgG	CARVA_S	CECPA_IgG	CECPA_S	CHAAN_IgG	CHAAN_S	control_TGF5	DEPMA_IgG	DEPMA_S	DEVZI_IgG	DEVZI_S	DUCMA_IgG	DUCMA_S	GRUMA_IgG	GRUMA_S	HC4_IgG	HC4_S	HC7_IgG	HC7_S	HC9_IgG	HC9_S	HC10_IgG	HC10_S	HC11_IgG	HC11_S	LEFKA_IgG	LEFKA_S	MATEV_IgG	MATEV_S	PBS	RADSO_IgG	RADSO_S	VANMC_IgG	VANMC_S	VERSA_IgG	VERSA_S	WILWI_IgG	WILWI_S
A0A024R8S5	P4HB	33.1806	33.0218	33.6263	33.7669	33.6381	33.6679	33.3666	33.4084	33.2512	33.4195	33.4497	33.1696	33.2646	33.3776	33.4339	33.2569	33.223	33.3807	33.349	33.2739	33.4864	33.2642	33.1536	33.1192	33.2623	33.2116	33.2978	33.2565	33.2265	33.8068	33.698	33.604	33.6637	33.2748	33.3641	33.3983	33.3501	33.387	33.2227	33.256	33.3119	33.1596
I3NI03	P4HB	31.8738	30.4633	32.2079	32.4514	32.3542	32.4676	32.0185	31.952	31.713	32.1317	31.6941	31.4626	31.3514	31.7103	31.911	31.3672	31.1819	31.9147	32.107	31.7263	32.0749	30.8268	30.8998	30.8486	30.7829	30.8439	30.9376	30.5312	30.8141	32.4008	32.3167	32.072	32.065	31.6171	31.6757	31.8942	31.75	31.7916	31.0708	31.1967	31.5122	31.2648
A0A024RB85	PA2G4	28.9152	28.2199	29.7501	29.581	29.7221	29.6816	28.9519	28.8784	28.8208	28.9539	28.7649	28.8208	29.1187	29.0065	28.8843	28.7737	29.1961	28.8995	28.8591	28.9904	29.0358	28.9351	28.9759	28.8576	28.9421	28.7977	28.9737	28.7015	29.0051	29.7592	29.7039	29.5849	29.5405	28.8221	28.975	28.9797	28.8217	28.9078	28.7882	28.7792	28.8463	28.7512
A0A024R9C1	PABPC1	29.4886	29.5999	29.8115	29.8232	29.8876	29.9836	29.6233	29.6311	29.4032	29.5086	29.3751	29.6122	29.673	29.5361	29.56	29.5633	29.7108	29.6836	29.555	29.5205	29.586	29.6114	29.5608	29.6878	29.6619	29.3944	29.6656	29.4495	29.5713	29.9725	29.8544	29.7399	29.8239	29.3032	29.5561	29.6739	29.5741	29.4566	29.7635	29.6888	29.714	29.525
Q6IQ30	PABPC4	28.5588	28.5321	28.5031	28.2686	28.3668	28.5622	28.4954	28.3169	28.2661	28.3847	28.4336	28.4901	28.714	28.389	28.4414	28.3377	28.7028	28.3075	28.4689	28.4122	28.5379	28.6042	28.4518	28.7104	28.7341	28.4785	28.6706	28.5873	28.6407	28.3411	28.3721	28.2493	28.4182	28.3192	28.5761	28.5408	28.5295	28.4328	28.6081	28.6054	28.6251	28.5767
Q86U42-2	PABPN1	24.0347	23.8623	21.8264	25.1536	23.6672	26.376	25.346	25.2621	25.8908	25.8471	25.5947	25.6567	25.6439	25.9067	25.6272	22.7276	25.452	24.9733	25.4684	25.474	25.4584	25.4441	25.777	25.7665	25.7823	24.8314	25.1541	25.7844	25.8705	24.4705	24.9472	22.6602	21.8623	25.3789	25.8234	25.8581	25.824	25.8503	25.937	26.1795	23.2072	23.43
Q9UNF0	PACSIN2	25.3601	25.4557	25.8654	26.0155	26.077	25.5247	25.0039	25.0652	25.5437	25.0703	25.8515	25.3845	25.7703	25.2704	25.389	25.9165	25.5403	25.0013	25.3024	25.6233	25.6133	25.5845	25.4335	25.2452	25.852	25.7132	25.6474	25.7164	25.8028	26.2664	26.2671	25.9497	25.4383	25.2686	25.493	25.2663	25.554	25.4043	25.476	25.3279	25.8204	25.5313
P43034	PAFAH1B1	28.6896	28.8172	29.1439	28.5786	29.1584	28.9144	28.6225	28.5765	28.6485	28.5916	28.6904	28.4938	28.5103	28.7034	28.7752	28.6236	28.6169	28.7112	28.5417	28.591	28.7127	28.8575	28.5498	28.7897	28.7405	28.8494	28.8564	29.012	29.0145	28.8903	28.9878	29.0484	28.9532	28.5998	28.7176	28.639	28.5925	28.4939	28.6132	28.5259	28.7104	28.4449
A0A024R0L6	PAFAH1B3	23.4756	23.8898	22.6551	22.7879	23.965	24.0617	24.3673	21.2665	23.7311	24.0464	22.7684	23.7551	22.426	23.8429	21.4054	24.5274	23.1449	24.5048	22.2642	23.1832	22.5997	22.1709	22.3654	22.2924	21.2964	23.1378	22.2708	22.3004	22.7724	23.4123	22.4292	22.649	23.9015	24.2674	24.2239	21.4909	24.119	22.3728	23.5487	23.9324	23.663	23.3878
A0A024RD93	PAICS	29.2705	28.7847	28.5231	28.1498	28.6	28.4263	28.7792	28.5016	28.8628	28.773	28.8744	29.1128	29.3773	28.8236	28.69	29.1162	29.2453	28.331	28.7066	28.8859	28.7354	29.1696	28.9896	28.8845	28.8394	28.9961	29.1495	28.9922	29.0693	28.8624	28.7071	28.7864	28.5748	28.7247	28.9083	28.7437	28.7791	28.7258	29.2228	29.1944	28.9345	28.8991
A0A024R094	PAIP1	23.2147	24.3	26.094	26.0636	26.0181	25.6431	25.8445	25.499	24.7939	25.1838	24.8207	25.2333	22.9251	26.2403	23.0373	24.9686	25.4445	25.8293	25.8865	22.7347	22.3307	22.6713	24.1939	25.6423	25.0564	22.6396	25.0318	25.4375	25.978	25.8642	25.2512	25.3605	25.4075	25.6267	21.2832	25.7121	25.1541	23.4487	23.8464	25.6305	24.5749	25.2976
Q13177	PAK2	27.9035	27.9576	27.9551	27.8574	28.1353	27.8882	27.4967	27.267	27.3042	27.2553	27.4241	27.4469	27.7259	27.6123	27.5493	27.7641	27.7615	27.5841	27.2807	27.6803	27.6251	27.5661	27.5842	27.3432	27.3953	27.7068	27.642	27.6881	27.3748	27.8799	27.6957	27.7062	27.7216	27.2175	27.4655	27.4237	27.5898	27.4278	27.7106	27.6209	27.8576	27.7811
Q8WX93-3	PALLD	29.5023	29.9951	29.3142	29.4511	29.1153	29.1506	29.3551	29.4142	29.4469	29.4467	30.1885	29.4652	29.622	29.3892	29.4212	29.6924	29.586	29.5495	29.4123	29.4799	29.5176	29.5332	29.752	29.5196	29.6552	29.4994	29.548	29.5891	29.7298	28.9313	29.5239	29.5349	29.5086	29.3433	29.4181	29.6408	29.421	29.4065	29.7563	29.6518	29.4294	29.4059
P19021-2	PAM	24.8275	23.0169	23.4046	24.7542	23.7253	22.8887	22.7543	22.9228	22.9136	23.1613	22.1369	22.893	24.25	21.499	22.838	23.4614	23.6189	22.4451	23.0009	24.3667	23.3431	23.6499	23.2607	23.0312	24.2534	23.0633	23.4631	22.8134	23.7077	22.6272	22.9786	23.6274	21.8636	22.0851	23.1133	20.9946	23.1531	21.9124	24.0904	24.0581	23.3627	22.9882
Q05BW9	PAPSS1	24.2769	24.3531	25.0357	23.1091	25.0444	25.0876	23.3928	22.142	22.7403	21.6192	25.8063	21.9219	21.4301	21.7009	25.7148	22.7388	23.834	21.2697	25.5426	24.8894	21.6666	25.5893	25.3777	25.8078	25.1513	25.3235	25.4221	25.783	26.2174	23.1255	24.4609	23.498	23.7962	25.6315	25.7208	25.7339	25.2717	22.0074	22.3542	24.3137	24.9091	24.3015
Q5TB52	PAPSS2	26.1728	27.0449	25.9668	26.3167	26.1098	26.7594	26.3148	26.0131	26.1475	26.044	25.7668	26.2933	26.756	25.829	26.0688	26.4956	26.602	26.0841	26.0857	26.1148	26.2967	26.1519	26.1818	26.0031	26.3794	25.8893	26.1521	26.0157	25.9798	26.2298	26.4899	25.8083	26.2837	25.7943	26.0772	25.9785	25.9006	26.2017	26.4409	26.3431	26.141	26.2232
A0A024R3T8	PARP1	27.5866	27.4738	27.1848	27.4569	27.3336	27.2855	27.233	27.4306	27.2611	27.4693	26.4346	27.179	27.8084	27.3247	27.2295	27.4208	27.7896	27.2675	27.53	27.209	27.4366	27.4181	27.4579	27.2128	27.4871	27.3979	27.396	27.7641	27.488	27.1671	27.1373	26.995	27.3885	26.8125	27.4307	27.3459	27.1696	27.3376	27.462	27.5625	27.5275	27.7622
Q460N5-4	PARP14	22.4968	23.7564	23.8084	23.4639	22.4073	21.9208	22.4974	22.8903	22.3207	22.69	22.064	22.9504	23.5785	23.394	23.0033	22.5087	23.3558	21.6804	22.8704	22.7417	22.9783	23.0775	23.915	21.5439	23.4509	22.3544	22.674	23.2801	23.132	23.9249	22.9178	21.7723	23.3457	22.9583	22.4624	23.4377	22.5309	22.9747	23.4109	23.6251	22.9934	23.9095
Q9UKK3	PARP4	26.6269	26.5348	26.5951	26.2958	26.4746	26.6335	26.6898	26.5374	26.606	26.4867	26.284	26.7136	27.0291	26.4599	26.5941	26.6277	26.8476	26.5004	26.7557	26.6898	26.6133	26.7535	26.543	26.6116	26.8145	26.4913	26.5764	26.8603	26.964	26.4407	26.4817	26.3301	26.5746	26.5408	26.6538	26.6557	26.5423	26.5679	26.8921	26.6335	27.1669	26.7818
J3KNQ4	PARVA	27.4948	27.4072	27.5132	27.5951	27.9579	27.5692	27.5902	27.324	27.5625	27.1715	28.0315	27.6017	27.1377	27.5709	27.3985	27.4103	27.7396	27.5115	27.345	27.6107	27.3465	27.5463	27.0052	27.1692	27.3664	27.472	27.2899	27.4582	27.2549	27.8281	27.5208	27.8072	27.5154	27.5238	27.4787	27.3542	27.3987	27.554	27.5457	27.4408	27.2925	27.5407
Q96IZ0	PAWR	26.71	26.817	26.8411	26.6431	26.8382	26.5859	26.6963	26.4426	26.6518	26.7432	27.4989	26.5251	26.7398	26.75	26.6911	26.5972	26.464	26.7021	26.5173	26.723	26.5188	26.9627	26.7605	26.7278	26.8862	27.2462	26.7313	26.885	26.9573	26.5374	26.6492	27.1666	26.8643	26.9048	26.9679	27.0442	26.7925	26.7796	26.8964	26.8011	26.5997	26.0726
Q9BVG4	PBDC1	22.5237	22.7506	22.2064	24.9164	23.572	24.7396	25.1833	24.6213	24.8877	24.6646	25.1506	25.5756	20.6466	24.6695	24.9455	23.3455	23.3176	25.1092	25.0512	25.8877	25.6153	25.0421	25.0272	25.0767	25.11	24.8005	24.7553	25.1113	25.1975	23.4937	24.1159	23.3013	24.9141	25.0149	24.8517	24.9699	24.996	24.8461	23.4282	23.6998	24.6757	24.4703
A0A024R718	PBEF1	28.0634	27.1072	27.87	27.5164	27.9514	27.6304	28.2433	27.5313	27.9257	27.4525	27.9004	28.0171	27.4173	27.978	27.7858	27.8645	27.7229	27.7686	27.5901	28.0263	27.7854	27.807	26.9626	27.8356	27.3153	27.0194	27.6309	27.7024	26.8288	27.8852	27.7567	27.9272	27.6965	28.2111	27.7969	27.8005	27.9534	27.5148	28.0723	27.651	27.8315	27.9449
B4E0K4	PBXIP1	26.3447	26.5683	26.33	25.9873	26.1406	25.9096	25.8274	25.8032	25.993	25.6797	26.2507	26.1011	25.9501	25.9487	25.9483	26.3059	26.4381	26.2276	25.3227	25.9202	25.9316	26.1757	25.5639	25.8919	25.7909	25.8656	25.8979	25.9428	26.0557	26.2742	25.9777	26.2295	26.3977	25.8994	25.8647	25.8777	26.0374	26.0717	26.3264	26.3451	26.4869	26.1473
A0A024R5C5	PC	24.2283	25.167	24.0833	24.6941	25.4301	22.7631	25.3328	24.7395	25.1532	24.1517	23.6051	25.6665	25.8344	25.4446	25.0813	25.4039	25.0836	25.1934	24.9304	25.2597	24.7698	25.7176	24.8497	25.6848	25.3566	25.4068	25.3124	25.5797	25.466	25.2164	24.0138	24.4579	24.3275	25.1327	25.7272	25.3838	25.4128	24.741	25.8195	25.7609	25.55	24.91
Q6IBA2	PC4	27.7469	27.7081	28.6633	28.3955	28.1285	27.976	27.7565	27.3271	27.7242	27.6355	27.7284	27.8206	27.7146	27.8388	27.4689	27.6644	27.6186	27.4293	27.683	28.0419	27.8373	27.8755	28.0081	28.1527	27.8722	28.1702	27.7557	28.1033	28.1813	28.6857	27.6838	28.6948	28.6352	27.4269	27.3944	27.6625	27.7253	27.2953	27.7808	27.8494	27.2191	27.2068
Q53SS8	PCBP1	30.9118	30.9944	30.5363	30.3856	30.6197	30.2911	30.3327	30.1991	30.3549	30.3198	30.6776	30.4496	30.3874	30.3723	30.3124	30.7025	30.5009	30.4164	30.0832	30.3514	30.1407	30.4268	30.1262	30.4297	30.0974	30.3784	30.3072	30.7092	30.4053	30.4665	30.2621	30.5016	30.285	30.274	30.3333	30.1768	30.4275	30.325	30.4626	30.4398	30.4584	30.5509
Q15366-3	PCBP2	30.6253	30.5462	30.0338	30.0976	30.3612	30.0487	29.7026	29.628	29.5912	29.5962	29.848	29.5866	29.9406	29.3941	29.4531	30.1158	30.2231	29.7066	29.4643	29.5642	29.5728	29.7856	29.5665	29.6619	29.4542	29.7369	29.6085	30.0462	29.8087	30.1089	30.1232	30.1586	30.0839	29.3909	29.5111	29.7108	29.5653	29.5738	29.9998	29.8988	30.0233	29.9321
Q5MJP6	PCBP3	30.4087	30.1279	29.6102	29.5434	29.905	29.4202	29.4556	29.3391	29.4028	29.2747	29.5792	29.6572	29.8553	29.2872	29.1571	30.1467	29.91	29.5835	29.1416	29.5628	29.4608	29.2948	28.8117	29.5051	28.8987	28.939	29.3154	29.7958	29.0719	29.5501	29.6172	29.5324	29.5278	29.1452	29.3499	29.2698	29.3743	29.3371	29.6895	29.8526	29.7802	29.681
B7Z8A8	PCCB	24.9071	24.6349	23.1129	22.6451	21.9342	23.0153	23.0868	22.0988	23.1723	22.8174	24.0035	23.3209	23.7545	22.9643	23.2784	23.0814	23.6168	22.753	22.9788	23.3522	23.0714	23.0526	22.7843	22.5854	22.8135	22.5942	22.8521	23.3898	23.1374	24.2208	22.9178	23.5689	22.1389	22.5794	21.0201	22.8452	22.7471	23.2128	23.4445	23.3712	23.7513	23.8557
Q16822	PCK2	28.7646	28.8006	28.944	28.8544	29.2238	28.9685	28.9026	28.8416	28.7761	28.8327	28.4037	28.8872	29.0403	28.7755	28.9731	29.1113	29.1006	28.6712	28.9384	28.8524	28.9296	28.7403	28.6543	28.6577	28.8131	28.8227	28.9054	28.9712	28.8029	29.1684	29.0414	28.8119	28.8077	28.471	28.9128	29.0135	28.7624	28.8745	29.1157	29.0304	28.8717	29.0047
Q9Y6V0-6	PCLO	26.0709	23.981	22.2299	24.4337	23.0723	22.7985	26.1795	25.7533	26.2551	26.0268	26.003	25.9387	23.8723	26.2234	26.1096	26.291	25.8541	26.4377	26.5576	26.0055	26.0354	25.909	25.9626	25.1274	25.498	26.1641	25.2863	25.2529	25.7906	23.7983	22.355	22.0775	22.9699	26.0309	26.0268	26.4216	26.2272	26.08	25.8741	25.967	25.9885	25.8875
H7BY58	PCMT1	28.5496	28.8134	29.0602	29.162	29.4036	28.9515	28.6202	28.3079	28.7358	28.7454	28.7574	28.7593	28.9385	28.7626	28.6328	28.9943	28.6088	28.6337	28.5473	28.874	28.841	28.9478	28.818	28.7151	28.898	28.5485	28.6148	28.4223	28.8651	29.4005	28.7818	29.0554	28.7786	28.531	28.759	28.5075	28.6535	28.6052	28.959	28.8513	28.9378	28.9326
P12004	PCNA	27.5429	28.0141	27.2714	27.4253	27.3435	27.7524	27.3851	27.1176	27.3569	27.4155	27.0834	27.4794	27.8184	27.2208	27.0747	27.7852	27.9928	27.1132	27.4428	27.2768	27.5456	27.1127	27.2608	27.0687	27.2409	27.1041	27.1717	27.4388	27.4978	27.2812	27.5272	27.3163	27.5377	26.946	27.271	27.0149	27.1708	27.3672	27.4078	27.6461	27.6913	27.572
Q8WW12	PCNP	27.082	27.3729	26.9113	26.9512	27.1127	27.0062	26.4823	26.111	26.4653	26.3518	26.5872	26.7975	26.6406	26.4103	26.2331	27.0313	27.3036	26.403	26.3525	26.2909	26.0295	26.6457	26.4729	26.458	26.6695	26.795	26.7031	26.5578	26.7759	27.1614	27.0903	27.1455	27.1287	26.6195	26.3269	26.5607	26.4703	26.2968	26.936	26.9348	26.9351	26.9076
Q15113	PCOLCE	24.1118	25.5606	22.8254	26.2237	24.9597	26.1651	22.2803	25.8697	24.2698	25.8742	21.8353	22.1908	25.3822	23.8774	25.9487	23.4676	25.3747	25.8039	27.2904	23.6573	25.2518	24.1485	25.552	24.4133	25.7815	23.6209	26.3509	22.2796	26.612	24.6973	25.4359	23.9421	24.7822	22.3276	24.2128	26.3966	23.4787	26.6424	24.2318	25.0969	23.5472	25.2641
Q9UHG3	PCYOX1	28.4235	28.6741	28.6738	28.7208	28.7272	28.5829	28.5662	28.8952	28.8184	28.7552	27.9725	28.6943	29.1197	28.6145	28.6701	28.7136	29.007	28.8587	28.6126	28.8357	28.7498	28.9845	28.9593	28.8119	28.8524	28.8364	28.8427	28.9558	28.959	28.5815	28.8476	28.6225	28.784	28.6487	28.6339	28.6353	28.5991	28.8312	29.077	29.1481	28.5629	28.3857
C9J050	PCYT1A	25.2937	25.3209	25.1698	25.0228	24.7766	25.1148	25.2826	25.3945	25.1945	24.9346	25.2897	25.4211	25.5707	25.1146	24.9411	25.4498	25.5511	25.0761	25.0664	24.9126	25.395	25.1746	24.7453	24.8198	24.8653	24.9331	25.1775	25.9869	24.9435	22.9881	25.0912	25.6538	25.2564	24.7423	25.1545	25.2304	25.3303	24.9467	25.6161	25.4102	25.4036	25.4358
Q99447	PCYT2	26.4767	26.047	22.3274	23.4409	22.5927	21.3761	25.5191	24.638	25.3843	25.0771	25.2541	25.7401	25.2995	25.8004	25.2719	25.8636	25.3578	25.4554	24.9872	25.451	24.9785	25.6264	25.3305	26.1736	25.1462	26.1115	25.941	25.9933	25.8079	24.3803	22.2966	22.9895	23.8481	25.5975	25.8219	25.4855	25.6613	22.3082	25.6264	25.9296	26.2935	25.4361
Q13442	PDAP1	28.1751	29.3	28.0353	27.9387	28.2668	28.1427	28.1133	28.1353	28.335	28.2688	28.374	28.0621	27.9477	28.2755	28.4825	28.2232	28.5208	28.4267	28.3479	28.3299	28.164	28.4135	28.4949	28.3212	28.4873	28.6152	28.35	28.8151	28.6924	28.3053	28.0786	28.0821	28.0656	28.2602	28.5006	28.7757	28.3122	28.3415	28.4587	28.1232	28.3376	28.2813
Q9BUL8	PDCD10	23.265	24.059	22.9807	24.9025	25.1185	25.0129	23.585	21.8109	23.6164	20.4397	22.7866	23.736	22.8165	23.2141	21.2459	23.3206	23.3158	22.1206	21.9905	22.7412	23.052	22.841	23.0559	21.699	22.2866	21.413	24.095	21.0121	22.1065	24.927	24.7058	24.4768	24.8467	23.0032	23.4951	23.1531	23.4918	22.1936	23.2369	22.7767	23.8331	22.9262
Q14690	PDCD11	23.5645	22.8314	23.1679	23.0457	23.9798	21.5151	22.9143	22.322	22.6538	22.8253	21.9822	22.797	22.7712	22.5534	22.7894	23.1323	22.7846	22.8241	22.7615	22.8522	22.697	22.9675	22.9977	22.6505	22.8685	22.4476	22.684	22.8124	22.9377	22.979	22.2732	21.9793	21.8628	22.368	23.1817	22.7378	22.6184	22.646	22.8061	22.5721	23.1315	22.7431
B4DKX4	PDCD4	25.5685	24.5736	25.5112	26.0811	25.8695	25.5938	25.7031	25.4266	25.9173	25.9679	24.3519	26.0415	26.2238	25.753	25.7735	26.0063	25.694	25.4154	25.6839	25.9266	26.132	26.0774	26.0944	26.0826	26.0713	25.7181	26.0524	26.3754	26.0031	23.9327	25.57	25.8329	25.456	25.5738	26.0989	25.8833	25.6221	26.0901	26.0207	25.7079	25.9685	25.2966
O14737	PDCD5	26.2476	27.3272	26.8548	26.4563	26.6327	26.844	26.9204	26.4684	26.8915	26.8289	26.4763	26.77	26.3663	26.7407	26.8029	26.0571	26.2946	26.8447	26.8359	26.7967	26.9661	26.489	26.3691	26.7345	26.7657	26.2521	26.4319	26.031	26.6246	26.9343	26.5104	26.704	26.5141	26.3782	26.7826	26.6455	27.0891	26.7975	26.4219	26.8174	26.1934	26.7008
O75340	PDCD6	24.0918	23.3367	26.4615	25.9243	26.4268	26.6267	25.7821	25.7027	25.2394	24.8535	24.5323	25.5424	22.7598	25.153	24.7017	22.1882	22.3686	24.9513	25.146	25.3713	25.2594	21.219	22.9557	22.7291	23.8535	21.9472	22.8285	23.952	21.648	25.6712	26.6016	26.2761	25.6798	24.9434	25.4399	24.8791	25.6549	24.8851	25.36	23.2421	25.0993	23.7032
Q8WUM4	PDCD6IP	29.915	30.3028	30.1478	30.0376	30.2061	29.9524	30.0656	29.8154	29.8936	29.9365	29.8651	29.8532	29.8621	29.9438	29.948	29.8129	30.0364	29.9697	29.8071	29.8247	29.8676	29.8687	29.6388	29.8676	29.809	29.7364	29.8355	29.8656	29.8832	30.3821	30.1605	30.1383	30.1022	29.8821	29.92	29.968	29.9631	29.8782	29.9705	29.8624	29.9936	29.6816
B7ZKW3	PDDC1	22.481	22.0741	24.1022	23.7908	23.2663	23.9104	24.2802	23.9527	24.2442	24.35	23.2143	23.2731	23.9651	24.3684	23.7288	23.5973	23.3171	22.121	23.4098	23.6273	23.7297	22.5078	23.5729	24.4256	23.7804	23.1657	24.0889	24.1286	22.7465	23.1795	24.2823	23.0871	23.9623	21.9633	24.2959	24.0042	23.8773	24.1983	22.4069	22.7732	23.8716	24.3864
F6T1Q0	PDE12	23.403	24.7796	24.8687	23.015	24.6049	23.7454	24.6168	24.2278	24.5369	24.3301	24.2221	24.7095	24.99	24.3619	24.3316	24.3387	25.4798	24.5001	24.4816	24.6194	24.2481	24.428	24.7582	24.5334	24.3162	24.216	24.6569	24.3189	24.3533	24.1979	23.894	24.0576	24.541	24.8926	24.3228	24.2948	24.5922	24.687	24.9351	25.0308	25.2006	24.9529
A0A087WVF8	PDE4DIP	23.8678	22.9328	22.0614	24.0581	24.4937	21.1945	25.0771	25.0301	25.1778	24.9954	22.1469	22.131	23.8681	25.4337	25.163	23.0332	22.6614	25.0887	24.5072	22.402	23.2904	22.6212	23.18	22.8236	21.1924	23.4605	21.7663	22.8447	22.0249	23.5639	23.7837	22.8474	23.0069	24.3155	25.2208	25.1994	25.0471	25.4811	21.2911	22.9917	22.4784	23.2805
P16234	PDGFRA	28.1947	27.2799	27.375	26.8028	28.088	26.7624	27.5654	26.8644	27.4409	26.9769	26.6147	27.2111	27.6309	27.5119	27.1453	27.4964	27.3941	27.089	27.0731	27.6812	27.1305	27.5948	27.1705	27.6162	27.3834	27.7784	27.2156	27.6954	27.4394	28.1719	27.1371	27.6337	27.3498	27.5617	27.5405	27.2746	27.3692	27.2049	27.559	27.8187	27.472	27.0243
P09619	PDGFRB	29.6256	29.3624	29.5584	29.2527	29.7898	29.2803	28.8195	28.788	28.9889	28.7239	29.0888	29.0418	29.1118	28.8056	28.4785	29.5007	29.4847	28.7705	28.3796	29.186	28.7554	29.0557	28.449	28.9811	28.7198	29.1811	28.5266	29.0872	28.7266	30.1493	29.278	29.5694	29.3102	28.8358	28.9565	28.6882	28.8786	28.6763	29.4223	29.3616	29.3479	29.0659
A0A024RBX9	PDHA1	27.5199	26.3536	26.8365	26.5443	26.5634	26.852	26.7235	26.886	27.293	26.8898	26.5911	26.8963	27.0095	26.8993	26.9908	26.6113	26.9604	26.8627	27.1176	27.2293	26.7317	27.1561	26.9482	26.9235	27.066	27.3412	26.9183	27.2257	27.57	26.7514	26.7962	26.9595	26.8572	26.5902	26.7313	27.0559	26.8488	27.1025	26.9122	27.05	27.0064	26.615
P11177-2	PDHB	27.1505	26.959	27.3713	27.0855	27.1331	27.2606	26.7732	26.7565	26.5894	26.545	26.0223	26.841	26.986	26.4861	26.6512	26.8737	27.1355	26.7186	26.5312	26.6443	26.7987	27.278	26.8389	26.8909	27.2384	27.205	26.9733	27.6053	27.3008	27.5303	27.3186	27.2493	27.4217	26.3456	26.8409	26.8657	26.5776	26.7526	26.9497	26.8694	26.6214	26.9135
H7BZJ3	PDIA3	31.7773	32.087	30.8558	30.9833	30.7951	31.0696	31.1795	31.1193	31.2162	31.3231	31.5848	31.2846	31.6096	31.3008	31.3563	31.492	31.8357	31.422	31.1595	31.1736	31.2579	31.4494	31.3794	31.1743	31.1854	31.3506	31.3547	31.5648	31.5058	31.0307	31.1712	30.7916	31.0994	31.2038	31.2558	31.2876	31.2283	31.3428	31.4354	31.6827	31.6163	31.613
Q14554	PDIA5	27.7948	28.1435	28.2787	28.4284	28.4848	28.3588	28.2109	28.3748	28.1582	28.2243	28.4097	27.8784	28.016	28.3174	28.5427	27.8954	28.0421	28.2648	28.3031	28.1039	28.2496	28.2154	28.1059	28.189	28.3434	28.0594	28.3288	28.3193	28.2488	28.6572	28.3129	28.3819	28.4697	28.1676	28.3935	28.3935	28.2141	28.3094	27.8213	27.9509	27.9126	27.8729
Q15084-3	PDIA6	30.6914	30.7912	31.3315	31.1363	31.3829	31.2708	31.2638	31.1649	31.4842	31.4233	31.4428	31.3199	31.2255	31.2605	31.3252	31.0612	31.0714	31.4136	31.3126	31.4659	31.3784	31.6428	31.549	31.3965	31.5676	31.4052	31.4825	31.5964	31.5793	31.4743	31.0515	31.1497	31.028	31.2041	31.3062	31.3916	31.4564	31.4172	31.0921	31.1616	31.0497	30.9491
B3KPU0	PDLIM2	26.7307	27.4832	26.5328	26.7562	26.6911	26.6003	26.8062	26.882	26.4729	26.7936	26.8747	26.6078	26.8192	26.5868	26.6071	26.7123	26.9007	26.8276	26.87	26.5024	26.745	26.681	27.0409	26.4258	26.7505	26.518	26.8165	26.8112	26.9163	26.5282	26.8078	26.4559	26.4509	26.3084	26.4527	27.0247	26.5826	26.7734	26.8488	26.7889	26.8406	26.7605
P50479	PDLIM4	28.4462	28.9079	28.7684	29.1507	29.2859	28.9427	28.9119	28.8169	28.8201	28.8956	29.2526	28.3086	28.6856	28.8658	28.9244	28.4308	28.6913	29.0184	28.9669	28.3983	28.5357	28.7222	29.0273	28.8685	28.9434	28.7587	28.8656	28.705	28.9064	28.9882	28.8416	29.0352	28.8241	28.7704	28.8911	28.9624	28.7925	28.6524	28.5838	28.3122	28.6488	28.8794
A0A024RDE8	PDLIM5	27.8706	27.7136	27.8983	27.5703	28.0225	27.552	27.268	27.1584	27.3853	27.3064	28.2826	27.4976	27.9384	27.3192	27.3562	27.8612	27.7984	27.4001	27.1461	27.4565	27.2893	27.5606	27.3963	27.3958	27.24	27.7588	27.6793	27.9605	27.8386	27.7746	27.4355	28.3234	27.5841	27.3387	27.5274	27.4739	27.5516	27.4017	27.865	27.7168	27.8666	27.7523
Q9NR12	PDLIM7	29.9093	29.546	29.4137	29.6682	29.6432	29.5788	29.7272	29.4402	29.5923	29.5343	29.9917	29.463	29.5926	29.5734	29.7323	29.5626	29.6399	29.7144	29.5723	29.5152	29.4889	29.7129	29.7394	29.6023	29.6351	29.7525	29.6803	29.7527	29.8719	29.632	29.625	29.6149	29.8566	29.3763	29.5705	29.6854	29.5986	29.5069	29.6602	29.5869	29.8791	29.8003
B4DZL5	PDPR	23.9346	24.6751	23.2459	22.7123	22.5046	22.9177	22.5493	22.061	22.6497	22.6246	22.3905	21.8278	22.2729	21.3295	23.3041	23.1922	23.2525	22.6189	22.6696	21.3124	22.4691	22.1439	23.3838	22.285	22.18	21.8108	22.7047	23.4976	22.7161	23.3337	23.165	23.4004	23.0454	22.0239	22.0159	22.6997	22.5114	21.3854	22.0962	22.8127	23.1699	22.4737
Q9NTI5-2	PDS5B	22.0499	22.6669	23.5702	22.6606	22.3088	22.2865	23.3255	24.1496	22.8452	22.2019	22.4057	22.4801	23.1019	23.2982	23.0423	23.7247	24.601	22.8474	23.9604	21.2801	23.2025	20.7274	23.6225	22.1169	23.4167	21.8743	23.1802	22.2994	22.2834	23.5206	24.3953	23.6982	22.6286	23.1449	22.7058	21.5873	23.041	23.1686	24.294	22.8693	22.7346	23.2262
